,Street,Num of rooms,Floor,Price,Bars,Furniture,Elevator,Terrace,Parking,Size of house per mm,Numbers_for_Type_house_in_df,Numbers_for_Cities_in_df
34468,"                    שדרות צה""ל 46                ",4.0,2,970000.0,1,2,1,1,2,104.0,1,58
34469,                    מלכת שבא 1                ,2.0,5,570000.0,2,1,2,1,2,40.0,29,97
34470,                    סמטת גולי קניה                ,5.0,0,8500000.0,1,1,1,1,2,200.0,23,3
34471,                    3                ,3.0,3,730000.0,1,1,1,1,1,60.0,1,45
34472,                    הגולן                ,4.0,0,4600000.0,1,2,1,2,1,100.0,7,3
34473,                    שדרות בן גוריון                ,5.0,3,1090000.0,1,1,1,1,2,100.0,1,72
34474,                    5.5                ,5.0,2,1720000.0,1,1,1,2,2,174.0,8,14
34475,"                    רמב""ם                ",4.0,4,1500000.0,1,1,2,1,2,85.0,1,9
34476,                    משעול בקעת יבנאל                ,3.0,1,2250000.0,1,2,2,2,2,110.0,1,84
34477,                    נוה הדר                ,8.0,0,4390000.0,1,1,1,2,2,400.0,23,20
34478,"                    שח""ל                ",4.0,2,2380000.0,1,1,1,2,1,88.0,1,6
34479,                    הגיבורים 28                ,3.0,3,780000.0,1,2,1,2,1,85.0,1,11
34480,                    4                ,4.0,4,3190000.0,2,1,2,2,2,122.0,1,25
34481,                    גדעון האוזנר                ,5.0,4,1470000.0,2,1,2,1,2,140.0,1,23
34482,                    שדרות צפריר                ,4.0,1,1799999.0,2,2,2,2,2,120.0,1,52
34483,                    4.5                ,4.0,3,2100000.0,1,1,2,2,2,120.0,1,84
34484,                    4                ,4.0,1,890000.0,1,1,2,2,2,112.0,1,98
34485,                    3                ,3.0,2,600000.0,1,1,1,1,1,50.0,1,11
34486,                    3                ,3.0,3,770000.0,1,1,1,1,1,68.0,1,72
34487,                    חיל התותחנים                ,5.0,17,3800000.0,2,1,2,2,2,130.0,1,9
34488,                    טולידאנו 86                ,7.0,0,920000.0,1,1,1,2,1,160.0,7,37
34489,                    ארלוזורוב 36                ,3.0,3,950000.0,1,1,1,2,1,90.0,1,11
34490,                    קרקע מתוך קרקע                ,4.0,0,1500000.0,1,1,1,2,2,115.0,23,485
34491,                    רות המואביה 50                ,4.0,1,1800000.0,1,1,2,1,2,90.0,7,97
34492,                    5                ,5.0,3,1380000.0,1,1,1,1,1,110.0,1,32
34493,                    אריה עוזר                ,4.0,8,1330000.0,1,1,2,2,2,137.0,1,13
34494,                    4                ,4.0,2,1590000.0,2,1,2,1,2,86.0,1,17
34495,                    זרח ברנט 16                ,3.0,5,1550000.0,2,2,2,2,2,81.0,1,19
34496,                    הזית                ,4.0,2,2490000.0,1,1,1,2,2,115.0,1,48
34497,"                    פלמ""ח                ",3.0,0,1690000.0,1,1,1,1,1,80.0,7,11
34498,                    פרץ ברנשטיין                ,5.0,7,1790000.0,2,2,2,2,2,140.0,1,13
34499,                    דוד רמז 6                ,4.0,3,910000.0,2,2,1,2,2,95.0,1,78
34500,                    דרך נגבה 6                ,4.0,13,2780000.0,1,1,2,2,2,105.0,1,1
34501,                    3                ,3.0,4,2900000.0,1,1,2,2,2,113.0,1,11
34502,                    שלמה בן יוסף 21                ,5.0,1,2390000.0,1,1,1,2,2,123.0,1,15
34503,                    גלבוע 42                ,5.0,8,1620000.0,1,1,2,2,2,360.0,22,60
34504,                    4                ,4.0,7,1850000.0,2,1,2,2,2,110.0,1,59
34505,                    האייל 81                ,5.0,1,3350000.0,2,2,2,2,2,130.0,1,6
34506,                    5                ,5.0,5,1850000.0,1,1,2,2,2,130.0,1,121
34507,                    שתולים                ,4.0,2,2440000.0,1,2,2,2,2,111.0,1,3
34508,                    קדיש לוז                ,4.0,3,1190000.0,1,1,2,2,2,105.0,1,64
34509,                    ביאליק                ,4.0,4,1850000.0,1,1,2,2,2,98.0,1,19
34510,                    5                ,5.0,1,1500000.0,1,1,2,2,2,116.0,1,47
34511,"                    ח""ן 26                ",5.0,1,1290000.0,1,1,2,2,2,109.0,7,23
34512,                    העליה 18                ,4.0,4,1300000.0,1,1,2,2,2,142.0,1,60
34513,                    גרשון אבנר                ,5.0,1,2450000.0,2,2,2,2,2,120.0,1,6
34514,                    בר כוכבא 15                ,5.0,2,2100000.0,1,1,1,2,2,136.0,22,25
34515,                    שיזף                ,4.0,1,1050000.0,1,1,1,1,1,97.0,1,103
34516,                    איילה                ,4.0,1,1100000.0,1,1,2,1,2,100.0,1,13
34517,                    חומה ומגדל 19                ,4.0,6,2990000.0,1,2,2,2,2,125.0,1,9
34518,                    2                ,6.0,0,2750000.0,2,2,1,2,2,170.0,2,115
34519,                    יוניצמן 4                ,3.0,7,3300000.0,1,2,2,2,2,65.0,1,3
34520,                    אליעזר הופיין                ,3.0,3,1310000.0,1,1,1,1,2,87.0,1,10
34521,                    אוהלי יעקב 1                ,3.0,3,1640000.0,1,1,1,1,1,65.0,1,3
34522,                    שבי ציון                ,3.0,3,1400000.0,2,1,2,1,1,95.0,1,4
34523,                    חנה רובינא                ,5.0,6,3350000.0,1,1,2,2,2,120.0,1,21
34524,                    ניסים אלוני 10                ,3.0,7,4250000.0,1,2,2,2,2,101.0,1,3
34525,                    1                ,5.0,5,1150000.0,1,1,2,2,2,148.0,1,60
34526,                    בני בנימין                ,4.0,18,3700000.0,2,1,2,2,2,140.0,1,25
34527,                    שושנה דמארי                ,5.0,0,2600000.0,2,2,2,1,2,135.0,7,7
34528,                    שמואל הנביא                ,3.0,3,599999.0,1,1,1,1,1,65.0,1,58
34529,                    הרי הגלעד                ,5.0,10,3400000.0,2,1,2,2,2,140.0,1,1
34530,                    אריה בן אליעזר 12                ,4.0,4,2190000.0,1,2,2,2,2,86.0,1,1
34531,                    משה הרשקוביץ'                ,6.0,2,2780000.0,1,1,2,2,2,270.0,8,35
34532,                    התורן                ,8.0,0,3495000.0,1,1,1,2,1,270.0,23,9
34533,                    המשוט 14                ,5.0,11,2460000.0,2,2,2,2,2,143.0,1,69
34534,                    3                ,3.0,4,1550000.0,1,2,1,1,1,70.0,1,17
34535,                    עין נטפים 1                ,4.0,5,1425000.0,1,1,2,2,2,112.0,1,13
34536,                    עמק חורון                ,4.0,2,2490000.0,1,1,2,2,2,115.0,1,84
34537,                    ההסתדרות 51                ,4.0,2,795000.0,2,1,2,1,1,95.0,1,13
34538,                    4                ,4.0,2,800000.0,1,1,1,1,1,90.0,1,510
34539,                    4                ,4.0,1,1790000.0,2,1,2,1,2,115.0,1,9
34540,                    אייזיק רמבה 1                ,5.0,3,1980000.0,2,1,2,2,2,120.0,1,25
34541,                    סביון 2                ,3.0,2,1690000.0,1,1,1,2,2,80.0,1,75
34542,                    אביגדור המאירי 15                ,5.0,6,1140000.0,1,1,2,1,2,150.0,1,23
34543,                    כיכר היל                ,3.0,3,6750000.0,2,2,2,1,2,86.0,1,3
34544,                    תכלת מרדכי 21                ,5.0,10,4900000.0,1,1,2,1,1,165.0,1,6
34545,                    ז'בוטינסקי 18                ,3.0,2,560000.0,1,1,1,1,1,70.0,1,72
34546,                    מטולה                ,4.0,2,2050000.0,2,1,2,2,2,90.0,1,1
34547,                    7                ,7.0,19,5500000.0,2,2,2,2,2,240.0,1,25
34548,                    הרב שלום שבזי                ,7.0,0,2490000.0,1,2,1,2,1,180.0,21,134
34549,                    שדרות רוטשילד 36                ,5.0,31,11000000.0,1,2,2,2,2,154.0,1,3
34550,                    4                ,4.0,4,2450000.0,1,1,2,2,2,95.0,1,21
34551,                    5.5                ,5.0,0,1920000.0,1,1,1,1,1,169.0,21,23
34552,                    4.5                ,4.0,2,2490000.0,1,1,2,2,2,128.0,1,84
34553,                    אליעזר הופיין                ,3.0,3,1350000.0,1,1,1,2,1,77.0,1,10
34554,                    4                ,4.0,1,4800000.0,1,1,2,2,2,102.0,1,3
34555,                    6                ,6.0,0,1950000.0,1,1,1,1,2,165.0,2,214
34556,                    רפאל אלנקווה 6                ,3.0,4,975000.0,1,1,1,1,1,63.0,1,32
34557,                    לבונטין                ,3.0,5,1275000.0,1,1,2,1,2,70.0,1,25
34558,                    דודו דותן 5                ,4.0,25,5600000.0,2,2,2,2,2,168.0,22,9
34559,                    3.5                ,3.0,1,1990000.0,1,1,2,1,2,85.0,1,21
34560,                    השקד                ,6.0,15,3350000.0,2,1,2,1,2,177.0,1,15
34561,                    4                ,4.0,4,1290000.0,1,1,1,1,1,65.0,1,11
34562,                    מקסיקו                ,4.0,2,2190000.0,1,1,1,1,1,84.0,1,6
34563,                    ארלוזורוב                ,3.0,2,1450000.0,1,1,1,1,1,75.0,1,10
34564,                    בית לחם                ,4.0,1,2860000.0,1,1,2,1,2,110.0,7,1
34565,                    4                ,4.0,2,1195000.0,1,1,2,2,2,117.0,1,47
34566,                    2 מתוך 5                ,3.0,2,1070000.0,1,1,2,1,1,105.0,1,358
34567,                    אלי כהן                ,5.0,0,4150000.0,1,1,2,2,2,125.0,7,3
34568,                    3                ,3.0,2,2100000.0,1,1,1,1,1,67.0,1,3
34569,                    3                ,3.0,1,3190000.0,2,2,2,1,2,85.0,1,3
34570,                    מינץ 12                ,3.0,3,590000.0,1,1,1,1,1,76.0,1,23
34571,                    גינוסר 26                ,5.0,4,2750000.0,1,2,2,2,2,115.0,1,17
34572,"                    שדרות קק""ל                ",4.0,6,895000.0,1,2,2,1,1,130.0,1,64
34573,                    1                ,4.0,2,2020000.0,1,1,2,2,2,85.0,1,75
34574,                    מבצע עובדה                ,3.0,3,679000.0,2,1,1,1,2,75.0,1,23
34575,                    3                ,3.0,4,3300000.0,2,1,2,2,2,92.0,1,21
34576,                    הציונות                ,4.0,2,2250000.0,2,1,2,2,2,90.0,1,10
34577,                    7                ,7.0,3,1730000.0,1,1,2,2,2,300.0,1,87
34578,                    שדרות תל חי 62                ,4.0,5,2190000.0,1,1,2,2,2,120.0,1,4
34579,                    שדרות גושן                ,1.0,1,420000.0,1,1,1,1,1,32.0,1,64
34580,                    דרך מנחם בגין 158                ,4.0,34,3950000.0,1,1,2,2,2,95.0,1,3
34581,                    2.5                ,2.0,1,1430000.0,1,1,1,1,2,60.0,1,17
34582,"                    החיד""א 18                ",3.0,0,1950000.0,1,1,2,2,2,60.0,1,6
34583,                    חנניה                ,3.0,1,3090000.0,1,1,1,2,1,70.0,1,6
34584,                    הרב טנא                ,5.0,6,1290006.0,2,1,2,2,2,150.0,1,23
34585,                    ברוך קרוא 9                ,2.0,2,1450000.0,1,2,1,1,1,50.0,1,3
34586,                    5                ,5.0,3,2350000.0,1,1,2,2,2,120.0,1,1
34587,"                    רנ""ס                ",5.0,1,1420000.0,2,1,2,2,2,137.0,1,64
34588,                    6                ,6.0,0,4200000.0,1,1,1,1,1,200.0,2,91
34589,                    משה ברזני 2                ,9.0,0,2590000.0,1,1,1,2,2,272.0,2,58
34590,                    4.5                ,4.0,7,1280000.0,1,1,2,2,2,118.0,1,76
34591,                    4.5                ,4.0,20,5100000.0,1,1,2,2,2,112.0,1,3
34592,                    5                ,5.0,0,1580000.0,1,1,1,1,2,125.0,21,103
34593,                    זאב טיומקין                ,4.0,2,1030000.0,1,1,2,2,2,120.0,1,23
34594,                    דרך הים                ,5.0,0,2890000.0,1,1,1,2,2,150.0,1,11
34595,                    עכו                ,6.0,0,2230000.0,2,1,1,2,2,250.0,23,23
34596,                    עמק יזרעאל                ,4.0,2,1885000.0,1,1,2,1,1,100.0,1,10
34597,                    דרך הים                ,2.0,2,1120000.0,1,1,1,1,1,60.0,1,11
34598,                    בן גוריון                ,3.0,1,1790000.0,1,1,1,1,1,80.0,1,20
34599,"                    האדמו""ר מבעלזא 1                ",3.0,3,1190000.0,2,2,1,1,2,60.0,1,4
34600,                    כצנלסון                ,5.0,1,1270000.0,1,1,1,1,2,110.0,1,64
34601,                    הרב ריינס 35                ,5.0,5,1790000.0,1,1,2,2,2,125.0,1,25
34602,                    הרב יצחק הלוי                ,4.0,0,2580000.0,1,1,1,2,2,100.0,7,10
34603,                    המרגנית                ,5.0,4,2840000.0,2,1,2,2,2,123.0,1,10
34604,                    6                ,6.0,1,2620000.0,1,1,2,2,2,136.0,1,19
34605,                    4                ,4.0,3,3100000.0,1,1,1,2,1,100.0,1,6
34606,                    6                ,6.0,0,9500000.0,1,1,1,1,2,380.0,21,40
34607,                    מבצע יואב                ,4.0,6,795000.0,2,1,2,1,1,97.0,1,23
34608,"                    הפלמ""ח 9                ",3.0,0,650000.0,2,1,1,1,1,70.0,1,12
34609,                    בלפור 37                ,5.0,0,2250000.0,2,1,2,2,2,125.0,7,13
34610,                    3                ,3.0,1,790000.0,1,1,1,1,1,76.0,1,358
34611,                    יהושע בן נון                ,4.0,3,1400000.0,1,1,1,1,1,94.0,1,134
34612,                    אלכסנדר סשה ארגוב 9                ,5.0,1,3890000.0,1,1,2,2,2,133.0,1,3
34613,                    5                ,5.0,7,1990000.0,2,1,2,2,2,125.0,1,11
34614,                    3.5                ,3.0,4,1670000.0,1,1,1,1,2,81.0,1,19
34615,                    5.5                ,5.0,1,9150000.0,1,1,2,2,2,150.0,7,3
34616,                    מגורי חיים כהן                ,5.0,13,2380000.0,1,1,2,2,2,135.0,1,25
34617,                    5                ,5.0,0,2500000.0,2,1,1,2,2,200.0,2,72
34618,                    דרך השלום 5                ,3.0,2,790000.0,1,1,1,2,1,60.0,1,45
34619,                    7                ,7.0,0,2900000.0,2,1,1,2,2,200.0,2,25
34620,                    סוקולוב                ,4.0,3,950000.0,2,1,1,2,2,94.0,1,78
34621,                    3.5                ,3.0,1,1590000.0,1,1,1,1,1,92.0,1,9
34622,                    גדעון האוזנר                ,4.0,0,1470000.0,2,1,2,2,2,116.0,7,23
34623,                    סמטת יוטבתה 6                ,4.0,0,855000.0,2,2,1,2,1,80.0,1,23
34624,                    דוד נוי 18                ,6.0,1,1690000.0,2,2,1,2,1,200.0,1,85
34625,                    5.5                ,5.0,4,2700000.0,1,1,1,2,2,142.0,22,32
34626,                    עין גדי 22                ,5.0,1,1230000.0,2,1,1,2,2,137.0,1,23
34627,                    שדרות בן גוריון                ,5.0,3,1250000.0,2,1,1,2,2,125.0,1,64
34628,                    5                ,5.0,3,2400000.0,1,2,2,2,2,140.0,1,5
34629,                    משמר הירדן 18                ,4.0,2,2075000.0,1,1,2,1,2,97.0,1,9
34630,                    5                ,5.0,0,4600000.0,1,1,1,1,2,270.0,23,20
34631,                    רפאל איתן 4                ,5.0,7,2900000.0,2,1,2,2,2,150.0,1,19
34632,                    5                ,5.0,1,3590000.0,2,1,2,2,2,109.0,1,6
