,Street,Num of rooms,Floor,Price,Bars,Furniture,Elevator,Terrace,Parking,Size of house per mm,Numbers_for_Type_house_in_df,Numbers_for_Cities_in_df
342,דרך הפארק,4.0,1,2150000.0,1,1,2,2,2,164.0,12,25
343,הרב הרצוג,3.0,0,1020000.0,2,2,1,2,2,88.0,7,23
344,אסתר המלכה,4.0,1,1660000.0,1,2,2,2,2,100.0,1,25
345,שמשון ,4.0,3,1690000.0,1,1,1,1,2,110.0,1,11
346,סוקולוב,4.0,10,2500000.0,1,1,2,2,2,100.0,1,1
347,שדרת התמרים,4.0,10,2500000.0,1,1,2,2,2,96.0,1,1
348,ההגנה,4.0,4,3500000.0,1,1,2,2,2,110.0,1,66
349,טבנקין,4.0,2,3000000.0,2,1,2,2,2,120.0,1,66
350,שלמה בן יוסף,2.0,3,1320000.0,1,2,1,2,1,58.0,1,4
351,שכטר,3.0,1,1850000.0,2,1,1,2,1,100.0,6,10
352,שמחה הולצברג,4.0,1,2100000.0,2,1,2,2,2,120.0,1,6
353,פרדס כץ,5.0,3,2000000.0,1,1,1,2,1,100.0,1,36
354,מרכז,4.0,1,2150000.0,2,1,2,2,2,100.0,1,35
355,לב העיר,3.0,4,4190000.0,1,1,2,1,1,80.0,1,3
356,מרכז העיר,4.0,4,1610000.0,1,1,2,2,2,130.0,1,16
357,המושבה הגרמנית,4.0,3,4100000.0,1,1,2,2,2,93.0,1,6
358,מרכז,4.0,1,5300000.0,1,1,2,1,2,100.0,1,3
359,ביהח השרון,4.0,5,2050000.0,1,1,2,2,2,97.0,1,19
360,מרכז,4.0,3,1900000.0,2,1,2,1,2,100.0,1,19
361,הציפורים,7.0,0,6900000.0,2,2,1,2,2,1290.0,4,71
362,הרצליה הצעירה,3.0,3,2320000.0,2,1,1,2,2,80.0,6,21
363,קריית היובל,8.0,0,5550000.0,2,2,1,2,2,370.0,5,6
364,יוספטל,2.0,3,1030000.0,1,1,1,1,1,55.0,1,19
365,קרול,4.0,1,1620000.0,2,1,1,1,1,105.0,1,19
366,שאר העיר,5.0,2,1720000.0,1,1,1,2,2,174.0,8,14
367,תל גיבורים,3.0,1,1450000.0,1,2,1,1,2,70.0,1,10
368,אהרון דב פוקס,3.0,0,2000080.0,1,1,1,1,2,90.0,1,36
369,בנימין מינץ 30,2.0,3,1690000.0,1,1,1,2,2,77.0,1,36
370,שמשון 55,5.0,4,1600000.0,2,1,1,1,2,150.0,1,11
371,סמטת אבני חושן,5.0,15,2600000.0,1,1,2,2,2,130.0,1,1
372,דרך זאב ז'בוטינסקי,5.0,10,3250000.0,1,1,2,2,2,140.0,1,1
373,נווה יהושע,5.0,25,2500000.0,1,1,2,2,2,150.0,1,1
374,נווה יהושע,5.0,20,2800000.0,1,1,2,2,2,135.0,1,1
375,סמטת אבני חושן,4.0,6,2400000.0,1,1,2,2,2,118.0,1,1
376,חברון,4.0,2,2400000.0,1,1,2,2,2,112.0,1,1
377,משה שרת,7.0,0,6500000.0,1,1,1,2,2,230.0,3,1
378,נווה יהושע,5.0,23,3200000.0,1,1,2,2,2,180.0,12,1
379,לוטם,5.0,2,1650000.0,1,1,2,2,2,126.0,1,72
380,שדרות בגין,5.0,4,2420000.0,1,1,2,2,2,150.0,8,73
381,קריניצי,2.0,2,1600000.0,1,2,1,2,1,60.0,1,1
382,בית בפארק,5.0,12,4200000.0,1,1,2,2,2,225.0,9,52
383,השושנים ,5.0,0,4300000.0,1,1,1,2,2,345.0,2,19
384,רמב''ם,4.0,15,2500000.0,1,1,2,2,2,110.0,1,9
385,סמטת השילוח,4.0,6,4000000.0,1,1,2,2,2,158.0,9,1
386,סמטת השילוח,4.0,6,3000000.0,1,1,2,2,2,116.0,9,1
387,המאבק,5.0,14,4000000.0,1,1,2,2,2,140.0,1,66
388,המאבק,4.0,3,3500000.0,1,1,2,2,2,120.0,1,66
389,טל חרמון,9.0,0,1900000.0,1,1,1,2,2,230.0,3,74
390,גנסין,1.0,0,1550000.0,1,2,1,2,1,34.0,7,66
391,שלדג,4.0,3,2580000.0,2,1,2,2,2,132.0,1,75
392,חזני,5.0,5,2200000.0,1,1,2,2,2,119.0,6,19
393,קריית קריניצי,6.0,0,6200000.0,1,1,1,2,2,215.0,5,1
394,מרכז,3.0,3,1390000.0,1,1,2,1,2,85.0,1,19
395,למד,5.0,4,440000.0,1,1,2,2,2,115.0,1,3
396,שיפר,4.0,4,1490000.0,2,1,2,2,2,95.0,1,19
397,כפר גנים ג,5.0,1,4250000.0,1,1,2,2,2,160.0,7,19
398,גרין,3.0,0,1450000.0,1,1,1,1,1,70.0,1,10
399,עין גנים,5.0,5,2500000.0,1,1,2,2,2,170.0,9,19
400,ההסתדרות,5.0,4,1640000.0,1,1,1,1,1,120.0,1,52
401,ביהח השרון,4.0,3,1850000.0,1,1,2,1,2,90.0,6,19
402,כפר גנים א,5.0,2,1880000.0,2,1,2,2,2,118.0,1,19
403,כפר גנים ב,3.0,1,1430000.0,1,1,1,1,2,70.0,1,19
404,בלינסון,7.0,1,4650000.0,1,1,2,2,2,230.0,5,19
405,דרך בן גוריון,4.0,5,2030000.0,2,2,2,1,2,97.0,1,15
406,שדרות יעלים,3.0,2,670000.0,2,1,1,2,2,76.0,1,23
407,אחד העם,5.0,21,3250000.0,1,1,2,2,2,150.0,12,1
408,אחד העם,5.0,5,2800000.0,1,1,2,2,2,120.0,1,1
409,המעיין,5.0,18,3600000.0,1,1,2,2,2,135.0,1,1
410,שמעון בן צבי,5.0,12,4500000.0,1,1,2,2,2,160.0,1,66
411,אברבנאל,3.0,7,1840000.0,1,1,2,2,2,96.0,1,9
412,דרך זאב ז'בוטינסקי,4.0,10,3000000.0,1,1,2,2,2,125.0,1,1
413,הראשונים,4.0,3,3300000.0,1,2,2,2,2,130.0,1,1
414,שמעון בן צבי,5.0,5,3800000.0,1,1,2,2,2,150.0,1,66
415,ערבי נחל,4.0,7,3200000.0,1,1,2,2,2,120.0,1,66
416,דרך המשחררים,2.0,2,650000.0,2,2,1,1,1,45.0,1,23
417,אדירים,3.0,2,2650000.0,1,1,2,1,2,105.0,1,3
418,הרצל,4.0,3,800000.0,2,1,1,1,2,84.0,1,76
419,ז'בוטינסקי,3.0,2,1150000.0,2,1,1,2,2,80.0,1,26
420,ורד,2.0,0,1450000.0,2,1,1,2,1,50.0,5,3
421,משה שרת,5.0,6,1295000.0,2,1,2,2,2,100.0,1,13
422,מונטיפיורי,4.0,2,1699000.0,2,2,2,1,2,96.0,1,19
423,הנבל,4.0,7,1550000.0,2,1,2,1,2,132.0,1,16
424,דוד כוכבי 26,3.0,1,1595000.0,1,1,2,1,2,80.0,1,14
425,שאול המלך,3.0,3,640000.0,2,2,1,1,1,72.0,1,23
426,קארו,5.0,5,3200000.0,1,1,2,2,2,205.0,6,1
427,שמעון בן צבי,5.0,5,3600000.0,1,1,2,2,2,150.0,1,66
428,המפנה,5.0,3,3600000.0,1,1,2,2,2,118.0,1,66
429,הדגנים,5.0,5,4000000.0,1,1,2,2,2,180.0,6,66
430,קרית אלון,5.0,2,2700000.0,2,1,1,1,2,200.0,3,19
431,"מרכז העיר דרום, בי""ח השרון",4.0,3,1550000.0,1,1,1,1,1,90.0,6,19
432,כפר גנים ב,3.0,1,1400000.0,1,1,1,1,2,70.0,1,19
433,"מרכז העיר דרום, בי""ח השרון",4.0,2,1625000.0,1,1,2,1,1,120.0,1,19
434,צפון יפו,3.0,0,4570000.0,1,1,1,1,1,130.0,7,3
435,קרית היובל/ שרונה,4.0,5,1980000.0,2,1,2,2,2,120.0,1,14
436,נאות רחל,4.0,6,1820000.0,2,1,2,1,2,110.0,1,10
437,מרכז,4.0,1,1880000.0,1,1,2,2,2,100.0,1,19
438,ארנונה,5.0,1,4700000.0,1,1,1,2,1,120.0,3,6
439,162,4.0,10,1890000.0,1,1,2,2,1,95.0,1,10
440,יוספטל,4.0,2,1650000.0,1,1,2,2,2,92.0,1,19
441,בת גנים,9.0,0,7800000.0,2,2,2,2,2,550.0,4,19
442,מרכז,3.0,1,1300000.0,1,1,1,1,1,88.0,1,19
443,מרכז,2.0,2,1290000.0,1,1,1,2,1,62.0,1,17
444,עג'מי,4.0,3,4480000.0,2,1,1,2,1,184.0,8,3
445,שעריה,3.0,4,1295000.0,1,1,2,1,2,65.0,1,19
446,שיפר,5.0,4,2220000.0,1,1,2,2,2,137.0,1,19
447,רחל המשוררת,6.0,6,2750000.0,2,2,2,2,2,160.0,9,19
448,המתמיד,4.0,18,3800000.0,1,1,2,2,2,130.0,1,1
449,המתמיד,4.0,18,3200000.0,1,1,2,2,2,107.0,1,1
450,עציון,4.0,5,3000000.0,1,1,2,2,2,148.0,1,1
451,עציון,4.0,5,2680000.0,1,1,2,2,2,110.0,1,1
452,מוצא,4.0,4,2500000.0,1,1,2,2,2,100.0,1,1
453,עציון,4.0,8,3750000.0,1,1,2,2,2,200.0,9,1
454,התאנה,2.0,2,625000.0,1,2,1,2,2,50.0,1,77
455,הדקלים,5.0,0,1720000.0,2,1,1,1,2,150.0,8,78
456,אילת,3.0,1,2500000.0,1,1,2,2,2,75.0,1,66
457,הכנסת,5.0,4,3250000.0,1,1,2,2,2,120.0,1,66
458,מבוא נגבה,5.0,1,3600000.0,1,1,2,2,2,177.0,7,1
459,מבוא נגבה,6.0,30,3700000.0,1,1,2,2,2,170.0,8,1
460,אהבת אדם,4.0,0,2390000.0,1,1,1,1,2,130.0,7,73
461,הדר,4.0,1,2450000.0,1,1,2,2,1,150.0,1,10
462,אריאל שרון,4.0,8,3200000.0,1,1,2,2,2,120.0,1,66
463,שפירא,4.0,8,3200000.0,1,2,2,2,2,105.0,1,1
464,ז׳בוטיסנקי ,5.0,4,2790000.0,1,2,2,1,2,120.0,1,17
465,שמעון בן צבי,4.0,8,4000000.0,1,1,2,2,2,120.0,1,66
466,שמעון בן צבי,4.0,2,4500000.0,1,1,2,2,2,150.0,1,66
467,דרך יצחק רבין,4.0,2,2800000.0,1,1,2,2,2,100.0,1,66
468,דרך יצחק רבין,4.0,0,3500000.0,1,1,2,2,2,156.0,7,66
469,ליכטנשטיין,5.0,0,2580000.0,1,1,2,2,2,138.0,8,6
470,שמעון בן צבי,4.0,10,3200000.0,1,2,2,2,2,110.0,1,66
471,שמעון בן צבי,5.0,8,4200000.0,1,2,2,2,2,142.0,1,66
472,הצפון הישן,5.0,6,12700000.0,1,1,2,2,1,215.0,9,3
473,סקיה,4.0,0,3290000.0,1,1,1,1,2,100.0,2,52
474,גבעולים,6.0,0,4440000.0,1,1,1,1,2,235.0,2,79
475,שיפר,6.0,9,2950000.0,1,1,2,2,2,178.0,6,19
476,אדמית,7.0,0,3250000.0,2,2,2,2,2,525.0,4,80
477,בקעה,4.0,5,3050000.0,1,2,2,2,1,101.0,1,6
478,כפר אברהם,5.0,1,2690000.0,1,1,1,1,2,253.0,5,19
479,קרית כרמים,4.0,5,2199000.0,1,2,2,2,2,114.0,8,9
480,ההסתדרות,3.0,2,1550000.0,1,2,1,1,1,53.0,1,52
481,נווה אמירים,4.0,2,2999000.0,1,1,2,1,2,124.0,1,21
482,בת גנים,8.0,1,5850000.0,1,1,1,2,2,278.0,3,19
483,חזני,3.0,1,1190000.0,1,1,1,1,1,70.0,1,19
484,אם המושבות החדשה,5.0,1,2495000.0,1,1,2,2,2,130.0,1,19
485,רמת ורבר,3.0,6,1670000.0,1,1,2,1,1,90.0,1,19
486,שיכון מפ''מ,3.0,0,3000000.0,2,2,1,2,2,285.0,5,19
487,נוה עוז,3.0,1,3350000.0,1,1,1,1,1,80.0,5,19
488,ערבי נחל,5.0,8,3200000.0,1,2,2,2,2,130.0,1,66
489,דרך יצחק רבין,5.0,12,3500000.0,2,2,2,2,2,140.0,1,66
490,הראל,1.0,0,455000.0,2,2,1,1,1,17.0,1,1
491,מנגו,5.0,3,3200000.0,1,2,2,2,2,164.0,1,4
492,השרון,5.0,2,3150000.0,1,2,2,1,2,128.0,1,40
493,מעלה חוני המעגל,3.0,2,500000.0,2,1,1,2,2,75.0,1,81
494,בית הערבה,4.0,1,2130000.0,2,1,1,2,2,90.0,1,9
495,הזית ,2.0,1,1310000.0,2,1,1,2,1,63.0,1,17
496,הולצברג,5.0,8,2400000.0,1,1,1,2,2,129.0,1,14
497,בית לחם,5.0,2,1470000.0,1,1,2,2,1,120.0,1,11
498,בית לחם,3.0,3,1070000.0,1,1,1,2,1,76.0,1,11
499,יהדות קנדה קפלן,6.0,3,1690000.0,2,1,1,2,1,125.0,1,52
500,מנגו,5.0,3,2320000.0,1,2,2,2,2,164.0,1,4
501,אבנר 15,6.0,3,1590000.0,1,1,1,2,1,150.0,8,82
502,דרך יד לבנים,3.0,1,860000.0,1,2,1,1,1,85.0,1,11
503,משה קול,4.0,3,3200000.0,2,1,1,2,2,100.0,1,6
504,שדרות מנחם בגין,3.0,3,1100000.0,1,1,1,2,2,100.0,9,13
505,חיים הזז,5.0,8,1850000.0,1,1,2,1,2,135.0,1,11
506,זינגר,6.0,0,2000000.0,1,1,1,2,2,200.0,3,72
507,דליה,4.0,3,2200000.0,2,2,2,2,2,114.0,1,9
508,מקסיקו,4.0,2,1720000.0,1,2,1,2,1,80.0,1,83
509,אלוף דוד,3.0,0,3900000.0,2,1,1,2,1,74.0,7,1
510,ז'בוטינסקי,4.0,2,1305000.0,1,1,2,2,2,102.0,1,8
511,יצחק בן צבי,5.0,14,1630000.0,1,2,2,2,2,120.0,1,64
512,רמת ורבר,6.0,1,7200000.0,1,1,1,1,2,280.0,5,19
513,"מרכז העיר דרום, בי""ח השרון",4.0,3,1700000.0,1,1,1,1,1,90.0,6,19
514,מרכז,9.0,0,4180000.0,2,2,1,2,2,305.0,2,84
515,מרכז,4.0,8,2700000.0,1,1,2,2,2,105.0,1,17
516,כפר אברהם,5.0,1,1960000.0,1,1,2,2,2,109.0,1,19
517,מרכז,3.0,2,1460000.0,2,1,1,1,2,72.0,1,19
518,קרית מטלון,6.0,1,3890000.0,1,1,1,1,2,135.0,5,19
519,תלפיות,4.0,1,2180000.0,1,1,1,1,1,90.0,1,6
520,נווה סביון,4.0,10,2300000.0,1,1,2,2,2,145.0,1,52
521,"תקומה, קרית חזני",5.0,1,3900000.0,1,1,1,2,2,180.0,5,19
522,קרית הסביונים,4.0,2,2390000.0,2,2,2,1,2,131.0,1,59
523,רחובות הצעירה,4.0,1,1995000.0,1,1,2,2,2,110.0,1,14
524,קרית מטלון,6.0,1,4190000.0,1,1,1,1,2,135.0,5,19
525,גבעת סוקולוב,5.0,0,1760000.0,2,1,1,1,1,74.0,1,36
526,שיפר,4.0,1,1870000.0,2,1,2,2,2,96.0,1,19
527,מרכז,3.0,2,1680000.0,1,1,2,1,2,95.0,1,14
528,גרין,4.0,1,1900000.0,2,1,2,2,2,85.0,1,10
529,אבולפיה,1.0,1,1500000.0,2,1,1,1,1,27.0,15,3
530,אבולעפיה,1.0,1,1500000.0,2,2,1,2,1,27.0,1,3
531,התאנים,4.0,3,950000.0,2,2,2,1,2,105.0,1,72
532,דוד רזיאל,7.0,1,3100000.0,2,1,1,1,1,300.0,5,11
533,העלייה 19,5.0,4,2600000.0,1,1,2,2,2,211.0,9,85
534,מוהליבר,3.0,2,1600000.0,1,1,1,1,1,85.0,1,9
535,הגליל,4.0,6,1640000.0,1,2,2,2,2,113.0,1,11
536,קפלן,4.0,2,1420000.0,1,1,2,2,2,110.0,1,8
537,רמבם,3.0,2,1400000.0,1,1,1,2,2,70.0,1,14
538,שוקן,2.0,8,2000000.0,1,2,2,1,1,100.0,16,3
539,חנקין ,4.0,0,1830000.0,1,1,1,1,1,92.0,1,10
540,בילינסון 18,5.0,8,2290000.0,2,2,2,2,2,137.0,1,25
541,ביילינסון,5.0,8,2290000.0,2,1,2,2,2,137.0,1,25
542,Belinson 18,5.0,8,2290000.0,2,2,2,2,2,137.0,1,86
543,המחתרות,3.0,3,1398000.0,1,2,1,1,2,60.0,1,6
544,ארלוזורוב,3.0,3,1950000.0,1,1,2,1,1,110.0,1,84
545,יוספטל ,2.0,3,960000.0,1,1,1,1,2,45.0,1,25
546,נוף הגולן ,4.0,0,1180000.0,1,1,1,2,2,120.0,3,87
547,נוף הגולן,4.0,0,1180000.0,1,1,1,2,2,120.0,3,87
548,צרפת,5.0,3,2840000.0,1,1,2,2,2,180.0,8,25
549,גאון הירדן,4.0,1,1270000.0,2,1,1,2,2,175.0,12,88
550,דרך זאב ז'בוטינסקי,4.0,15,1880000.0,1,1,2,2,2,97.0,1,19
551,הזית ,3.0,4,450000.0,1,2,1,1,1,78.0,1,89
552,אטד,3.0,0,2080000.0,2,1,1,1,2,550.0,1,23
553,שיפר,5.0,2,1960000.0,1,1,2,2,2,115.0,1,19
554,יוספטל,5.0,4,1800000.0,1,1,2,2,2,120.0,1,19
555,מרכז,5.0,28,5200000.0,1,1,2,2,2,105.0,1,3
556,מרכז,2.0,1,1295000.0,2,1,1,1,1,58.0,1,19
557,אם המושבות החדשה,6.0,1,2730000.0,1,1,2,2,2,133.0,1,19
558,רמת ורבר,4.0,8,1600000.0,1,1,2,1,1,90.0,1,19
559,הדר,8.0,0,4500000.0,2,2,1,2,2,376.0,5,20
560,שיכון ותיקים,7.0,0,4950000.0,2,2,1,2,2,685.0,4,84
561,כורזים,10.0,0,7900000.0,2,2,2,2,2,2400.0,4,90
562,ביהח השרון,3.0,3,1450000.0,2,1,2,1,2,80.0,1,19
563,שיפר,5.0,1,1960000.0,1,1,2,2,2,109.0,1,19
564,מרכז,7.0,6,2360000.0,2,1,2,2,2,155.0,6,19
565,הרצליה ב',5.0,1,4500000.0,1,1,2,2,2,140.0,1,21
566,שיפר,3.0,2,1390000.0,1,1,1,1,1,70.0,1,19
567,אגרובנק,4.0,2,1685000.0,2,1,1,1,2,110.0,1,10
568,סקיה,6.0,0,3580000.0,2,1,1,1,2,280.0,3,52
569,שרה אהרונסון,5.0,4,1950000.0,1,2,2,2,1,135.0,6,19
570,יהודה המכבי,3.0,0,900000.0,2,1,1,2,2,115.0,1,8
571,הנביאים 44,4.0,2,3900000.0,2,1,2,2,2,104.0,1,6
572,שדרות המגינים,4.0,9,1350000.0,2,2,2,1,1,90.0,1,11
573,ארלוזורוב,4.0,0,1460000.0,2,1,1,1,2,91.0,1,32
574,חנה סנש,9.0,0,3300000.0,1,2,1,2,2,500.0,4,76
575,הכובשים,6.0,0,3650000.0,2,1,1,2,2,200.0,2,91
576,שמחה דיניץ,6.0,0,5800000.0,1,1,1,1,1,180.0,9,6
577,חבצלת,4.0,1,745000.0,2,1,1,2,1,100.0,1,92
578,שדרות ירושלים,3.0,8,790000.0,1,1,2,1,1,89.0,1,23
579,צמרות,4.0,5,5700000.0,1,1,2,2,2,128.0,1,3
580,אהבת אדם,3.0,4,1680000.0,1,2,2,2,2,88.0,1,73
581,האירוסים,5.0,0,2100000.0,2,1,1,1,2,150.0,2,93
582,נילי,9.0,0,3130000.0,2,2,1,2,2,226.0,5,22
583,מעבר המיתלה 4,4.0,2,2440000.0,2,1,1,2,2,85.0,1,6
584,הגיא 76,5.0,3,1900000.0,1,1,2,2,2,120.0,8,94
585,הגיא 76,5.0,3,1900000.0,1,1,2,2,2,120.0,8,95
586,נחל נקרות,1.0,0,450000.0,1,1,1,1,1,472.0,10,61
587,בר לב,4.0,3,1900000.0,2,1,2,2,2,120.0,1,52
588,חיים לסקוב 2,5.0,1,2450000.0,2,2,1,2,2,120.0,8,6
589,Mordekhai Namir Road -Ehuda Maccabi st.,4.0,3,3500000.0,1,2,2,2,2,50.0,1,96
590,ש.בןציון,3.0,1,2150000.0,1,2,2,1,1,100.0,1,14
591,סלע,4.0,5,1750000.0,1,1,2,2,2,91.0,1,14
592,שאר העיר,2.0,3,1200000.0,1,1,1,1,1,50.0,1,35
593,נווה רבין,4.0,10,2320000.0,1,1,2,2,2,161.0,1,52
594,שיפר,3.0,3,1435000.0,1,1,1,1,2,83.0,1,19
595,נוה עוז,4.0,3,2299000.0,2,1,2,2,2,109.0,1,19
596,קרול,4.0,1,1620000.0,2,1,2,2,2,95.0,1,19
597,נווה גן,6.0,24,4250000.0,2,2,2,2,2,201.0,9,19
598,בת גנים,10.0,0,6400000.0,1,2,1,2,2,450.0,2,19
599,רחביה,2.0,2,2340000.0,1,1,1,2,1,52.0,1,6
600,מרכז העיר,2.0,2,1680000.0,1,1,1,1,1,60.0,1,19
601,קרול,5.0,4,2300000.0,2,1,2,1,2,180.0,9,19
602,הלל,6.0,0,7500000.0,1,1,1,2,2,300.0,2,1
603,שחמון,7.0,0,4600000.0,2,1,1,2,2,379.0,4,97
604,נוה עוז,1.0,1,5100000.0,1,1,1,2,2,232.0,5,19
605,יוספטל,4.0,1,1700000.0,2,1,2,2,2,103.0,1,19
606,קדמת ראשון,4.0,5,1890000.0,1,1,2,1,2,104.0,1,9
607,אברמוביץ,3.0,3,1790000.0,1,1,2,1,2,96.0,1,9
608,הכורמים,5.0,1,2299000.0,1,1,1,2,2,114.0,1,9
609,הנרקיס,3.0,2,1749000.0,2,1,2,1,2,63.0,1,9
610,משה דיין,5.0,6,2349000.0,2,2,2,1,2,137.0,1,7
611,היובל,4.0,0,1375000.0,1,2,2,1,2,100.0,7,98
612,הרצל 143/11,4.0,3,750000.0,2,2,1,1,2,84.0,1,99
613,התבור,3.0,2,2000000.0,1,1,2,2,1,85.0,1,100
614,מקס נורדאו,3.0,2,1670000.0,1,1,1,2,2,95.0,1,14
615,הרימונים,2.0,0,1517000.0,1,1,1,1,2,459.0,10,93
616,כרם התימנים,4.0,0,4400000.0,1,1,1,2,1,85.0,1,3
617,זאב שוהם,4.0,4,1990000.0,1,1,2,2,2,105.0,1,11
618,דוד וולפסון,4.0,1,1760000.0,2,1,1,1,2,90.0,1,9
619,בנימין,3.0,4,1365000.0,2,1,1,1,1,100.0,1,14
620,החרמון,4.0,2,760000.0,1,1,1,1,2,92.0,7,101
621,חזון ציון 10,4.0,5,2790000.0,1,1,2,2,2,89.0,1,6
622,מדרגות זרובבל,4.0,1,1790000.0,1,2,1,2,2,120.0,2,11
623,אליהו קראוזה,4.0,27,2890000.0,1,2,2,2,2,123.0,12,10
624,שאול בר,2.0,1,1250000.0,1,1,1,1,1,55.0,1,17
625,שבתאי,5.0,0,2250000.0,2,2,1,1,1,110.0,2,13
626,אפלטון,3.0,5,2570000.0,1,1,1,2,1,85.0,1,3
627,הערבה,3.0,1,1320000.0,1,1,1,1,1,56.0,1,10
628,אוסטרובסקי,3.0,1,2300000.0,1,1,1,1,1,88.0,1,48
629,הרב אריה לוין,4.0,2,1350000.0,1,1,2,2,2,110.0,1,11
630,אלמוג,5.0,4,1750000.0,1,2,1,1,2,127.0,1,62
631,רבי יהודה הנשיא,4.0,1,1725000.0,2,1,2,1,2,78.0,1,19
632,הפסנתר,4.0,3,2300000.0,2,2,2,1,2,115.0,1,9
633,מרכז העיר צפון,4.0,1,1390000.0,1,1,2,1,2,120.0,1,19
634,מרכז,4.0,7,1780000.0,1,1,2,1,2,100.0,1,14
635,שוהם,5.0,4,4290000.0,1,1,2,2,2,244.0,9,79
636,הצפון הישן,4.0,3,4900000.0,1,1,1,2,1,98.0,1,3
637,שעריה,3.0,1,2350000.0,1,1,1,1,1,60.0,5,19
638,נוה הדר,4.0,0,6700000.0,1,2,2,2,2,1500.0,10,20
639,נווה עוז,8.0,0,4190000.0,1,1,1,2,2,680.0,10,19
640,מרכז,6.0,0,3990000.0,2,2,1,2,2,375.0,5,102
641,מרכז,4.0,3,2690000.0,1,1,2,2,2,96.0,1,21
642,ארנונה,3.0,7,2300000.0,1,1,1,1,1,80.0,1,6
643,נאות רחל,3.0,4,1390000.0,2,1,1,1,1,75.0,1,10
644,קראון,3.0,3,1780000.0,1,1,1,1,2,65.0,1,27
645,הגפן,2.0,2,1950000.0,1,1,1,2,1,65.0,1,1
646,מרכז העיר צפו,3.0,4,1420000.0,1,1,2,2,2,70.0,1,19
647,חטיבת יפתח,3.0,3,980000.0,2,2,1,2,2,90.0,1,103
648,הנשיא ויצמן,2.0,2,350000.0,1,2,1,1,2,40.0,1,37
649,דוגית 3,5.0,1,1670000.0,1,1,2,2,2,120.0,1,8
650,אנילביץ',4.0,0,4689000.0,1,1,1,2,2,627.0,2,59
651,נווה מיכאל ,10.0,0,5200000.0,2,1,1,2,2,610.0,5,104
652,אביגדור המאירי,6.0,1,2590000.0,2,1,1,2,1,132.0,1,11
653,אלחריזי,6.0,0,3000000.0,1,2,1,2,1,233.0,4,105
654,דוד אלרואי,4.0,10,2600000.0,1,1,2,1,2,98.0,1,6
655,אנילביץ,3.0,3,590000.0,1,2,1,2,2,72.0,1,8
656,נורדאו,3.0,1,4100000.0,1,1,2,2,2,220.0,7,21
657,נחל צין 26,5.0,0,2950000.0,2,1,1,2,2,200.0,7,75
658,פתח תקווה,4.0,5,1500000.0,1,1,2,1,2,100.0,1,25
659,חתם סופר12 ב,4.0,2,599000.0,1,1,1,2,1,110.0,1,106
660,הדרור,4.0,3,1550000.0,1,2,1,2,2,105.0,8,25
661,משעול ביל''ו,4.0,4,970000.0,1,1,2,2,2,112.0,1,12
662,התשעה,5.0,0,1460000.0,2,2,1,2,2,145.0,5,11
663,שושנת הכרמל,5.0,6,3000000.0,1,1,2,2,2,128.0,1,11
664,סרלין,3.0,2,1770000.0,1,1,2,1,2,75.0,1,10
665,יהושע בן גמלא,5.0,0,3400000.0,2,2,1,2,1,98.0,7,6
666,כצנלסון,3.0,1,2440000.0,1,1,1,1,1,84.0,1,66
667,הירדן,4.0,9,3490000.0,1,1,2,2,2,133.0,9,1
668,החוחית ,4.0,0,2790000.0,1,1,1,1,1,120.0,5,16
669,דוד צדוק,5.0,1,2360000.0,2,1,2,2,2,127.0,1,10
670,העצמאות 75,4.0,5,1960000.0,1,1,2,2,2,139.0,1,4
671,מרכז,3.0,1,1400000.0,1,1,2,2,2,80.0,1,19
672,אם המושבות החדשה,3.0,1,4600000.0,1,1,1,1,2,93.0,3,19
673,ביהח השרון,3.0,4,1360000.0,1,1,1,1,2,90.0,1,19
674,צפון מערב,4.0,3,2070000.0,1,1,2,1,1,100.0,1,17
675,נחלת יצחק,5.0,15,6975000.0,1,2,2,2,2,152.0,12,3
676,קריית קריניצי,5.0,0,5800000.0,2,2,2,2,2,160.0,9,1
677,הדר המושבות ה,4.0,1,3195000.0,2,1,2,2,2,146.0,1,19
678,מרכז,5.0,1,3100000.0,2,1,1,2,1,160.0,5,19
679,רמב``ם,5.0,3,1990000.0,1,2,2,2,2,117.0,1,9
680,אחדות,3.0,3,1250000.0,1,1,1,1,1,95.0,1,19
681,הפרחים,8.0,0,4400000.0,2,2,2,2,2,270.0,3,20
682,שעריה,7.0,1,3790000.0,1,1,1,1,2,160.0,3,19
683,משה דיין 60,5.0,4,2295000.0,2,1,2,2,2,120.0,1,10
684,יטבתה,5.0,1,2100000.0,1,1,1,2,1,140.0,1,10
685,אהבת ישראל 66,5.0,0,1365000.0,1,1,1,2,1,115.0,1,107
686,אשתורי הפרחי,2.0,2,3950000.0,1,2,1,2,1,80.0,1,3
687,חניתה,5.0,1,1320000.0,2,1,2,1,2,110.0,1,11
688,בר כוכבא,3.0,1,4500000.0,1,2,2,1,2,93.0,1,3
689,קהילת יאסי,8.0,0,6500000.0,1,1,1,2,2,245.0,2,3
690,יוסף ברץ 6,4.0,1,1850000.0,1,1,2,2,2,85.0,1,10
691,ליבנית,6.0,0,2600000.0,1,2,1,2,2,530.0,5,60
692,מבצע נחשון,5.0,3,1890000.0,1,1,2,2,2,170.0,9,103
693,עיר שמש,3.0,0,2900000.0,1,2,1,2,1,75.0,1,3
694,שקד,6.0,0,1950000.0,1,2,1,2,2,188.0,2,24
